album_title_length,artist_name_length,track_duration,track_favourites,track_genres,track_interest,track_listens,track_title_length
26,15,370,1,'Noise',1426,744,9
9,13,228,0,'Pop',4218,3571,6
37,11,318,4,Avant-Garde',3220,1205,8
12,9,83,0,Avant-Garde',1276,1014,14
15,15,133,2,Avant-Garde',198,86,16
21,11,452,0,'Electronic',694,521,7
28,7,226,0,'Hip-Hop',602,162,16
18,16,246,0,'Electronic',1113,341,5
18,20,292,0,'Audio Collage',294,111,11
15,11,164,0,'Experimental',204,113,13
25,27,192,0,'Experimental',497,398,14
30,11,121,1,Avant-Garde',240,93,5
9,20,319,0, 'Breakbeat',912,105,8
11,9,227,4,Jazz',3730,3114,24
18,11,202,1,'Pop',1612,1397,17
12,15,210,10,'Electronic',5678,3877,18
43,11,370,1,'Audio Collage',1560,758,18
8,25,636,1, 'Techno',1533,1098,6
53,10,206,0, 'Power-Pop',1521,1383,14
19,7,278,3, 'Sound Collage',4915,3409,28
39,24,251,3,'Electronic',6316,4423,71
16,15,139,2,Country',8309,6264,11
30,11,360,0,Avant-Garde',513,282,18
9,20,177,0,'Rock',1012,687,5
9,13,101,0, 'Holiday',550,164,20
15,10,324,2,'Experimental',1638,1064,28
30,9,280,2,'Rock',942,940,32
19,23,402,0,'Soundtrack',467,182,19
44,6,116,2,'Indie-Rock',2328,2073,11
14,11,96,0,'Lo-Fi',368,67,22
12,22,171,0,'Lo-Fi',456,329,11
30,31,192,0,Avant-Garde',376,91,12
37,15,272,12,Blues',16350,13467,39
19,10,1956,1,Avant-Garde',5503,4844,15
30,6,86,1,'Noise-Rock',410,376,20
7,13,238,1,'Experimental Pop',704,190,17
41,13,253,0,'Rock',565,404,16
53,15,192,0,'Rock',560,234,16
17,13,21,12,Classical',25939,15727,46
64,11,70,0,'Folk',661,353,17
12,18,1199,1,'Ambient Electronic',2969,2434,19
16,10,209,21,'Electronic',15741,7926,24
10,8,135,9, 'Celtic',23704,12528,15
13,13,314,0, 'Chill-out',572,249,24
5,11,311,17,'Funk',20619,7762,7
25,2,472,5,'Drone',4255,3648,24
21,11,114,0,'Electronic',2303,1898,15
44,5,420,0,'Electronic',306,139,10
52,14,244,0,'Electronic',945,543,6
21,14,176,0,Avant-Garde',410,215,17
19,9,207,1,'Pop',938,809,31
19,4,285,0, 'Dubstep',2562,879,10
42,24,41,0,'Rock',149,76,11
3,3,419,0,'Lo-Fi',2006,284,24
28,10,600,0,'Pop',2552,1584,21
12,7,56,1,'Hip-Hop',490,176,22
70,32,150,1,'Pop',1966,1469,18
15,5,135,1,'Punk',227,132,8
55,7,96,0,'Audio Collage',95,31,8
12,13,312,3,'Rock',1916,1467,20
18,18,180,1,Avant-Garde',127,62,21
13,7,140,2,'Ambient Electronic',1365,765,11
26,12,250,0,Classical',505,151,35
9,11,120,0,'Rock',947,754,13
14,30,155,1,International',500,311,24
48,12,294,0,'Pop',315,295,25
5,13,173,1,'Electronic',1410,247,17
16,11,137,1,'Experimental',1582,1285,16
55,23,397,2,'Punk',2114,769,34
26,14,406,0,Country',863,446,20
8,21,377,0,'Electronic',719,129,23
6,14,95,24,'Electronic',25578,19050,15
6,11,244,7,'Folk',2174,1426,15
32,7,326,0,International',268,236,12
14,32,306,0,'Electronic',3134,174,12
43,11,191,0,Old-Time / Historic',1219,924,11
42,19,789,0,'Post-Rock',1209,1061,19
15,8,150,1,'Experimental',1168,945,5
44,21,209,2,'Electronic',1881,1307,31
24,13,362,3,'Electronic',306,150,27
22,15,349,0,'Pop',224,130,13
27,15,182,3, 'Rock Opera',1282,1147,28
24,15,66,1,Avant-Garde',2080,1736,9
8,7,211,0,'Post-Punk',398,289,3
14,6,127,1,'Post-Rock',2595,2128,22
22,7,253,2, 'Glitch',7589,4871,9
20,30,765,0, 'Improv',848,529,28
74,7,236,0,'Rock',371,233,20
12,7,291,2,Avant-Garde',1855,1513,4
8,11,254,0,'Pop',522,277,9
52,18,150,1,'Indie-Rock',1149,944,6
8,11,225,1, 'Ambient',1525,963,23
14,8,64,4,'Soundtrack',9510,8235,11
13,10,248,4,'Experimental Pop',1763,1108,16
11,8,392,0,'Experimental',754,705,1
13,7,375,1,'Ambient Electronic',2558,1549,8
7,15,226,2,'Experimental',3457,1159,36
33,4,450,0,'Noise',985,664,54
51,7,243,0,Avant-Garde',1817,1204,30
59,21,168,1,'Post-Punk',437,311,7
14,12,364,6,'Electronic',4302,3705,17
83,42,345,7,Classical',3502,2715,28
3,38,309,20,'Electronic',10226,8240,17
27,5,242,0,'Rock',376,398,44
19,18,468,2,'Pop',3828,2028,61
13,13,837,0,'Noise',751,330,18
23,14,133,1,'Loud-Rock',187,93,18
13,9,205,8,'Pop',5444,2554,4
12,7,149,0,'Hip-Hop',1374,994,4
22,17,97,1,'Pop',2030,262,15
7,19,137,2,'Hip-Hop',719,449,35
14,4,238,0,'Electronic',1945,613,43
17,16,124,7,Blues',5347,3690,32
22,11,268,5,'Electronic',2504,1326,31
26,6,398,1,'Pop',576,490,14
23,9,277,0,'Freak-Folk',491,200,31
17,11,351,3,'Electronic',2282,1765,9
31,12,196,4,'Folk',2637,583,13
20,11,254,5,'Rock',2379,1503,13
23,8,7,2,'Electronic',982,780,24
17,28,257,2,'Psych-Folk',2651,2047,12
40,14,202,12,'Noise-Rock',9700,9378,5
20,12,266,0,'Electronic',152,128,22
9,15,41,0,'Electronic',556,464,5
14,10,366,0,'Electronic',465,400,23
54,5,145,0,'Rock',851,740,17
27,14,125,1,'Soundtrack',3483,2792,6
30,11,573,0,Avant-Garde',291,102,17
30,10,142,0,'Electronic',400,192,53
35,14,179,4,Blues',4751,2935,6
9,8,105,0,'Experimental',355,224,8
58,3,237,0,'Rock',802,634,11
27,11,216,2,'Experimental',4778,1580,23
4,7,256,9,'Electronic',6538,5674,2
23,13,459,0,'Electronic',406,82,32
4,12,59,1,'Experimental',202,121,7
35,6,286,0,'Electronic',1505,428,17
20,29,364,1,'Noise',717,177,8
32,45,87,2,International',1018,816,8
28,20,194,0,'Hip-Hop',686,195,19
67,13,157,0,'Punk',487,400,8
18,17,164,2,'Psych-Folk',863,550,12
31,11,257,15,'Pop',14001,12072,31
15,15,145,1,'Rock',2121,1511,15
42,10,196,1,'Noise-Rock',448,258,4
28,27,1568,1,'Drone',1209,544,13
17,20,396,3,'Ambient Electronic',2796,1767,13
23,12,311,4,'Electronic',2976,1720,6
18,8,274,1,'Electronic',5136,3908,51
3,8,126,1, 'Spoken Weird',408,51,14
18,13,193,5,'Soundtrack',12655,10121,20
32,8,384,0,'Noise',1064,632,10
17,11,65,4, 'Chip Music',1919,1559,11
8,14,322,1,Jazz',3575,3005,21
7,12,274,1,'Experimental',4053,3244,2
21,10,1681,0,'Experimental',1041,800,60
55,11,207,3,Country',1908,1364,7
7,4,114,2,'Hip-Hop',735,399,3
21,16,612,2,Classical',3571,1573,15
13,7,102,2,'Experimental',1069,661,12
7,7,172,9,'Rock',6813,5691,11
40,6,660,0,'Experimental',438,335,22
17,13,15,1,'Experimental Pop',596,498,13
47,14,156,0,'Garage',1293,204,9
22,13,201,1,'Pop',2474,1921,8
11,16,124,1,'Experimental',1662,1235,15
30,15,167,0,'Rock',655,398,23
45,13,249,2,'Folk',677,547,5
32,6,612,0,'Noise',462,202,41
11,6,244,1,'Experimental',2836,2406,6
21,18,257,1,'Industrial',502,256,20
18,16,229,1,'Hip-Hop',304,205,48
7,7,123,3,'Electroacoustic',3926,2886,23
8,9,195,14,'Soul-RnB',17951,14876,12
15,9,108,1,'Soundtrack',9522,8105,30
36,21,1360,1,Avant-Garde',2189,1332,8
10,10,279,0,'Electronic',2401,1806,15
20,20,133,1,'Experimental Pop',1964,1639,25
48,14,164,0,International',2123,788,6
30,9,348,0,Avant-Garde',425,237,5
57,9,158,0,Avant-Garde',643,141,17
26,12,148,58,'Pop',33261,23179,19
50,8,202,1,'Psych-Rock',980,872,25
9,8,189,8,'Electronic',4924,4090,20
10,8,323,0,'Electronic',527,424,15
20,20,241,1,'Soundtrack',2919,2297,16
52,24,403,0,'Noise',506,96,13
24,12,210,1,'Pop',2183,1830,10
17,43,195,1,'Experimental',866,700,6
27,11,172,4,'Punk',4416,3185,9
25,15,242,15,'Electronic',4854,3691,27
10,10,221,2,'Noise',1209,591,19
12,37,554,0, 'Ambient',321,40,23
13,7,56,1,'Electroacoustic',7512,3231,24
22,3,382,0,'Noise',1167,349,22
7,5,324,0,'Electronic',756,649,31
30,35,172,0,Avant-Garde',510,339,18
20,13,64,1,'Electronic',190,138,13
16,11,247,1,'Folk',1716,755,22
69,11,243,5,'Pop',4338,3638,10
15,13,331,5,'Electronic',2751,1941,27
9,9,259,1,'Metal',1789,801,19
20,6,39,0,Avant-Garde',155,76,18
32,11,275,1,'Folk',2432,2047,10
6,15,430,1,'Experimental',998,887,15
26,5,146,2,'Metal',1224,970,13
32,10,317,1, 'Downtempo',1143,926,7
4,13,239,1,'Experimental',213,114,14
8,13,268,1,'Drone',543,428,6
12,5,226,1,'Experimental',1648,1213,8
7,14,119,1,'Experimental',352,254,3
42,19,268,0,Avant-Garde',777,41,39
54,15,183,1,Blues',772,539,13
28,11,244,1,'Rock',969,852,13
25,7,372,0, 'Sound Collage',1341,1220,30
17,4,176,1,'Electronic',3315,2399,11
2,17,171,3,'Soundtrack',4106,2938,5
8,16,356,3,'Electronic',668,320,23
27,14,90,2,'Soundtrack',6548,5770,8
50,12,215,4,International',5612,4652,9
39,12,363,8,'Electronic',894,1041,19
15,6,62,0,'Pop',3759,3545,9
15,12,198,0,'Rock',431,335,11
49,11,153,0,'Rock',314,259,16
5,6,140,0,'Electronic',1187,328,7
26,28,650,5,'Folk',722,745,8
27,13,213,0,'Punk',195,87,9
18,13,244,0, 'Singer-Songwriter',1358,938,18
24,5,148,0,'Indie-Rock',546,203,24
50,10,178,1,Avant-Garde',621,479,21
30,19,594,0,Avant-Garde',381,194,17
32,7,400,0,International',860,581,19
59,21,243,0,'Post-Punk',377,342,34
12,11,146,3,'Folk',821,312,16
11,11,281,3,'Electronic',4394,3767,16
12,13,210,0,'Folk',216,113,18
12,4,242,1,'Hip-Hop',624,525,42
41,26,239,0, 'Ambient',1501,934,7
10,14,66,1,'Electronic',740,549,7
12,14,49,2,'Folk',1794,1594,10
5,11,62,2,'Experimental',6136,5690,46
66,9,388,4,'Folk',1201,884,23
3,7,97,2,'Electronic',1518,1321,15
20,16,100,15,Blues',18502,14236,20
11,11,234,6,'Indie-Rock',5696,3605,10
11,9,437,1, 'Ambient',2814,1877,6
5,15,187,1,'Noise',472,439,39
16,16,60,3,Blues',6981,5164,16
14,14,992,0,'Drone',1164,830,18
15,11,150,0,'Field Recordings',103,93,16
29,16,185,2,'Hip-Hop',3118,2684,15
28,9,66,5,: 'Instrumental',6951,5792,18
18,8,391,0,'Indie-Rock',504,379,23
35,9,453,2,'Electronic',5458,3540,26
13,12,204,4,'Folk',3382,887,9
26,14,276,0,'Electronic',573,239,17
17,9,250,0,'Folk',486,262,19
41,23,107,2,'Experimental',871,404,9
9,4,335,5,'Soundtrack',3043,2679,6
15,6,180,2,'Electronic',544,238,11
21,13,85,0,'Noise-Rock',740,197,18
26,12,62,2,'Punk',1217,486,27
11,15,509,0,'Electronic',1679,1049,11
51,11,260,8,'Garage',581,427,22
10,28,444,1,'Metal',3941,3137,32
5,7,355,0,Avant-Garde',1597,894,5
13,17,800,2,Avant-Garde',3379,1931,16
24,14,174,2,Blues',10132,9198,24
12,6,188,0,'Electronic',829,627,12
16,18,231,4,Avant-Garde',701,458,24
65,14,132,1,Country',1218,836,16
68,44,209,8,'Rock',13728,12313,33
9,19,218,5,'Rock',1262,479,24
17,28,135,12, 'Europe',7579,4192,12
19,4,227,2,'Electronic',5368,4303,14
27,11,264,2,'Indie-Rock',475,316,33
29,16,150,0,'Punk',414,70,13
30,14,322,1,Avant-Garde',924,507,12
49,10,343,0,'Rock',69,37,17
32,8,302,5,'Hip-Hop',3662,2958,60
30,17,437,0,Avant-Garde',336,202,17
36,24,146,11,Classical',12757,8333,54
31,12,1315,9,'Soundtrack',10638,4647,31
29,11,235,6,'Electronic',7853,6427,34
84,12,204,3,'Electronic',426,241,10
25,18,133,10,'Folk',5366,4513,23
27,13,53,0,Avant-Garde',731,187,6
12,4,400,2,'Electronic',645,412,3
37,7,987,1,'Electronic',622,476,9
32,8,243,1,'Folk',3381,2571,23
16,5,358,0,'Electronic',215,155,42
43,21,251,1,'Pop',2551,1463,8
64,10,396,4,'Post-Punk',5396,2300,9
9,11,431,0,'Experimental',2931,2537,38
13,8,240,10,'Electronic',7655,5329,21
13,13,628,0,'Experimental',128,59,21
19,22,112,4,Jazz',5339,4517,20
3,5,70,1,'Electronic',3044,1062,9
17,3,171,5, 'Chiptune',1814,1382,6
46,14,203,1,'Rock',679,561,12
36,12,54,599,'Soundtrack',1314156,429168,9
34,12,230,4,'Pop',1786,1627,25
29,10,44,0,'Noise',499,134,13
9,7,190,0,'Soundtrack',656,427,12
29,10,44,0,'Noise',1059,98,7
62,26,61.78333333,2,'Punk',4735,3833,17
14,8,22,0,Avant-Garde',1086,302,22
18,10,215,2,'Experimental',3130,2300,11
4,7,428,5,'Ambient Electronic',2048,1502,11
46,12,234,2,'Folk',375,276,13
58,13,190,0,'Industrial',1154,611,21
43,13,160,0, 'Hardcore',290,186,15
23,18,180,4,'Rock',1781,1435,23
9,9,2021,0,'Electronic',3238,2378,25
6,14,79,11,'Electronic',15560,11416,12
10,12,156,2,'Hip-Hop',1438,1059,23
20,4,291,2,'Pop',1609,1288,9
17,10,114,4,'Electronic',758,523,15
19,11,619,2,Avant-Garde',676,612,16
21,4,186,5,'Electronic',5345,3513,26
10,3,551,1,Avant-Garde',999,618,28
25,11,196,0,'Electronic',1665,1405,9
17,7,175,0,'Experimental Pop',150,80,6
21,4,266,0,International',504,199,23
39,14,163,3,'Pop',1494,1287,11
13,12,233,1,'Pop',543,325,13
35,10,284,1,Avant-Garde',2562,2043,5
10,15,145,12,'Rock',5964,4795,12
8,14,110,5,'Electronic',6610,3093,9
12,5,116,0,'Post-Rock',1233,1010,20
8,11,105,0,'Lo-Fi',719,200,23
18,8,403,0,'Electronic',355,323,11
8,5,143,2,'Hip-Hop',856,521,44
6,10,316,1,'Experimental',1138,958,9
65,13,271,0,'Lo-Fi',215,154,9
43,10,140,7,Old-Time / Historic',4208,3466,19
7,7,234,5,'Hip-Hop',3119,1184,12
47,13,181,1, 'Americana',2801,746,17
45,14,216,0,'Experimental Pop',1154,484,49
36,11,192,1,'Indie-Rock',1963,1692,13
12,15,118,8,'Pop',7171,3992,10
79,29,284,4,International',5361,2358,11
17,52,830,0,'Experimental',132,57,10
28,20,119,0,'Hip-Hop',1185,447,18
7,12,248,0,'Electronic',2277,1576,45
21,11,179,2,'Folk',796,587,20
44,16,113,2,Blues',3323,2341,20
16,7,128,4,'Soundtrack',12606,10589,6
20,14,131,2,'Experimental Pop',622,428,17
26,12,658,0,'Field Recordings',2324,2035,40
50,13,114,1, 'Chiptune',3055,1519,26
15,10,118,1,'Field Recordings',190,136,6
30,14,360,1,Avant-Garde',2788,2352,11
46,14,231,1,Avant-Garde',364,151,5
22,9,65,0,Country',1772,1514,26
30,10,448,0,Avant-Garde',1285,860,50
12,19,192,0,'Indie-Rock',1158,760,10
9,18,237,0,'Punk',305,45,12
20,10,125,0,'Experimental Pop',696,603,12
45,17,212,0,'Ambient Electronic',3729,3028,27
13,9,279,1,'Industrial',346,270,5
85,4,318,1,'Hip-Hop',470,353,85
9,10,148,0,'Lo-Fi',1382,662,7
32,26,121,0,International',560,399,20
17,21,323,2,'Electronic',574,359,14
25,16,276,1,'Electronic',810,700,19
14,8,158,0,'Electronic',1240,910,7
17,9,154,5,'Rock',441,311,14
49,19,73,0,'Experimental Pop',477,351,12
6,8,132,5,'Soundtrack',7325,6487,31
14,12,654,3,Avant-Garde',733,559,14
14,12,123,7,'Electronic',6819,3784,14
17,17,42,2,'Field Recordings',2110,1888,28
53,7,178,3,'Folk',2492,2388,17
8,13,401,0,'Drone',493,392,8
66,23,296,3,Jazz',8851,7002,5
30,9,197,4,Avant-Garde',5781,3457,18
24,18,714,2,Comedy',2381,1408,15
10,15,60,6,Avant-Garde',69420,61948,10
53,14,176,6, 'Asia-Far East',2138,1952,8
10,10,1386,1,'Noise',1059,749,3
13,8,198,0,'Folk',1492,361,12
29,13,281,1,'Post-Rock',526,342,8
10,16,170,0,'Electronic',887,775,13
30,12,219,0,'Electronic',846,237,24
12,15,90,1,'Electronic',2921,1831,58
42,15,216,1,'Hip-Hop',181,43,4
22,24,496,0,'Experimental',538,291,44
32,10,133,0,'Electronic',1508,911,25
6,11,201,7,International',4861,3659,13
20,5,138,3,'Electronic',5422,2122,8
37,4,150,0, 'Singer-Songwriter',298,221,16
11,15,149,7, 'Trip-Hop',7278,6152,28
23,6,281,5,'Electronic',3189,2685,27
9,16,311,1,'Electronic',3762,2158,28
45,44,623,3,'Psych-Folk',1446,1435,10
7,7,184,1,'Lo-Fi',580,114,25
36,5,349,5,'Hip-Hop',2305,1689,82
44,40,31,0,'Rock',1624,1300,8
9,16,283,13,'Easy Listening',11692,8732,23
25,13,95,1,Avant-Garde',369,187,4
37,15,223,4,'Indie-Rock',819,655,8
27,12,125,1,'Field Recordings',574,473,19
3,3,200,1,'Electronic',809,639,2
39,24,445,0,'Electronic',7910,4879,47
47,13,137,0,'Punk',163,90,37
14,12,174,4, 'Techno',6757,3331,8
6,7,670,0,'Soundtrack',793,575,19
36,10,238,1,'Rock',1123,955,9
10,15,140,2, 'Minimalism',942,787,5
12,5,338,14,Avant-Garde',6023,3534,8
52,10,196,0,'Metal',760,241,20
39,11,2290,9,'Experimental',9859,7637,15
20,15,89,0,'Metal',980,641,18
33,12,140,0,'Rock',55,31,15
7,14,176,8,'Electronic',13246,8419,17
15,12,66,1,'Hip-Hop',3297,2073,4
18,19,193,2,'Indie-Rock',1311,894,4
11,14,283,0,'Folk',183,119,12
15,9,281,2,'Rock',1515,1339,7
22,13,174,6,'Pop',2784,2296,5
10,13,360,0,'Electronic',3398,733,35
18,33,272,4, 'Contemporary Class,2461,1999,16
16,14,231,0,'Electronic',741,674,14
28,13,269,1,'Electronic',2884,2411,30
9,9,1682,2,'Lo-Fi',2232,1815,9
38,6,1312,1,'Electronic',324,314,16
37,11,62,0,'Electroacoustic',211,111,22
21,16,270,21,Blues',14416,10659,39
20,14,111,1,'Punk',629,506,13
19,9,180,8, 'Downtempo',6540,4708,6
44,13,124,12,'Electronic',3718,3734,14
13,13,72,0, 'Hardcore',275,175,1
11,16,321,2,'Electronic',2011,1719,24
30,11,551,4,Avant-Garde',2610,2138,17
31,9,321,13,'Soundtrack',8512,6038,12
12,17,270,10,'Soundtrack',4860,3541,7
21,10,26,2,'Electronic',13667,6902,8
12,12,166,2,Jazz',1610,873,10
52,17,210,1,Jazz',350,288,14
20,14,158,1,'Punk',1642,1263,32
21,23,475,2,'Punk',1577,1277,15
40,9,155,0,'Punk',189,133,17
40,12,268,13,'Post-Rock',9527,8344,7
21,14,160,0,Avant-Garde',3457,3009,17
31,12,137,2,'Folk',4584,905,8
61,42,166,1,'Electronic',3767,2163,21
26,12,646,0,Avant-Garde',538,192,10
29,12,75,0, 'Hip-Hop Beats',651,498,9
67,15,182,1,'Rock',1462,505,19
4,15,163,1,'Electronic',1417,458,5
12,3,166,1,'Hip-Hop',1010,538,43
28,12,148,0,Avant-Garde',566,103,12
11,9,118,7,'Folk',7570,5961,5
24,24,1401,0,International',424,374,28
27,23,180,0,'Ambient Electronic',1286,933,17
20,9,78,0,'Punk',340,190,21
12,15,200,3,'Electronic',1826,1341,27
31,10,241,1,'Electronic',3113,1732,31
6,12,213,0,'Audio Collage',318,106,4
40,13,120,14,: 'Instrumental',7481,6146,25
11,12,166,1,'Electronic',1179,791,8
9,15,295,0,'Ambient Electronic',2135,1625,11
12,11,184,0,Jazz',570,271,11
11,12,218,2,'Electronic',862,671,14
35,10,158,0,'Rock',1562,1336,31
19,21,182,0,'Electronic',824,388,11
19,8,299,2,'Metal',874,550,12
10,24,269,2,'Experimental',1015,843,17
29,16,282,6,'Electronic',7401,4843,23
17,15,382,0,'Soundtrack',217,168,9
24,14,29,0,'Electronic',6704,2845,5
15,17,104,7,'Punk',2092,1688,9
21,13,186,1,'Electronic',4147,3486,7
14,9,249,6,'Ambient Electronic',5928,2114,4
19,27,84,3,Jazz',15057,14209,6
30,29,652,0,'Noise',124,59,81
29,15,190,0, 'Singer-Songwriter',50,40,25
4,13,210,2,'Electronic',873,669,4
15,10,823,0,'Noise',610,267,17
24,20,50,0,Avant-Garde',539,121,12
4,12,305,0,'Hip-Hop',461,383,18
1,6,972,0,'Soundtrack',1318,1036,14
5,9,186,4,'Electronic',2369,1910,56
34,12,123,4,'Punk',1658,1087,8
9,16,324,1, 'Compilation',421,177,7
19,14,262,27,'Soundtrack',19456,14733,11
46,16,265,1,'Hip-Hop',331,192,20
16,18,299,1, 'Sound Collage',921,646,47
52,10,163,0,'Metal',540,79,9
16,3,200,0,'Electronic',554,446,10
10,9,175,3, 'Ambient',6104,4754,8
5,16,106,1,Blues',1582,579,12
12,7,270,0,'Noise',73,50,21
23,16,1834,0,'Radio Art',4954,3945,15
12,6,155,2,'Electronic',3446,2526,30
13,15,401,0,'Experimental',2815,2080,29
6,9,200,0,'Lo-Fi',555,227,12
14,46,335,0,'Experimental',865,721,6
30,12,217,2,Avant-Garde',320,130,10
32,12,87,0,Classical',261,96,39
23,13,203,42,Old-Time / Historic',29381,24205,31
31,17,217,3,'Electronic',985,616,35
61,19,117,0,'Lo-Fi',1024,929,8
43,13,196,13,Old-Time / Historic',25045,20213,21
31,15,147,1,'Psych-Rock',369,64,9
20,30,595,0, 'Improv',719,103,37
30,8,425,0,Avant-Garde',317,143,14
22,15,313,1,Avant-Garde',4726,4114,36
6,6,349,0,'Electronic',502,256,12
42,12,1434,0,'Punk',572,348,9
8,11,124,1,'Lo-Fi',379,64,24
17,6,245,0,'Electroacoustic',788,420,17
21,12,554,5,International',2615,1892,9
16,16,41,0,'Experimental',2168,376,8
15,5,290,0, 'Trip-Hop',1280,933,21
8,16,407,0,'Experimental',2020,1344,15
37,4,211,0, 'Singer-Songwriter',356,275,12
22,13,209,0,'Rock',667,410,11
69,13,37,0,'Field Recordings',1075,941,55
30,13,259,0,Avant-Garde',283,63,26
66,6,255,1,'Electronic',3557,2990,34
19,14,348,0,'Electronic',1035,567,35
7,13,494,0,'Ambient Electronic',857,161,6
7,7,314,0,'Experimental',325,29,40
13,12,118,0,'Lo-Fi',1661,38,16
30,14,599,0,Avant-Garde',184,157,46
8,19,297,0,'Electronic',528,460,12
4,11,220,0,Jazz',3356,2991,13
18,10,27,0,'Electronic',556,472,15
11,4,288,4, 'Chip Music',6325,4363,5
22,13,141,0,'Electronic',584,52,10
29,8,189,26,'Soundtrack',33709,27287,28
45,44,403,3,'Psych-Folk',1127,926,21
13,14,308,1,'Electronic',1065,614,15
1,6,134,1,'Noise',1400,1222,3
13,14,396,3,'Electronic',2880,1972,13
7,26,143,0,'Electronic',1512,1039,9
46,14,363,2,'Experimental',1254,564,45
18,12,223,1,Avant-Garde',5437,4915,16
11,11,223,8,'Pop',5984,2767,15
35,10,6,0, 'Sound Collage',1372,755,24
46,8,70,0,'Punk',455,314,24
5,7,230,16,'Indie-Rock',4985,3768,12
23,11,361,36,'Disco',29783,20206,4
19,11,226,5,'Hip-Hop',1535,1242,8
19,22,116,7,Jazz',5942,4917,9
27,12,252,0,'Spoken',873,290,38
4,6,284,4,'Hip-Hop',5665,3509,12
13,13,212,0,'Electronic',791,448,19
15,6,230,2,'Pop',2090,1755,9
2,50,365,3,'Electronic',11570,9955,25
44,8,406,1,'Metal',3132,1601,22
43,11,337,0,'Metal',2623,1362,15
39,21,41,0,'Folk',404,142,21
9,9,744,0,'Experimental',137,49,20
7,9,241,3,'Rock',7398,5443,7
28,20,195,6,'Electronic',8216,5834,12
36,13,348,1,'Noise-Rock',143,44,6
11,6,155,0,'Pop',2711,702,17
22,11,370,1,'Noise',639,273,7
13,13,148,1,'Experimental',1491,836,27
11,8,278,3,'Electronic',6178,5351,21
11,10,312,2,: 'Instrumental',4200,3391,12
22,12,133,0,'Audio Collage',168,127,14
14,10,12,4,'Soundtrack',4687,4278,14
19,4,280,1,'Rock',116,66,8
6,14,474,1,Avant-Garde',3145,268,22
9,8,187,2,'Electronic',456,284,10
51,10,340,6,'Rock',13632,11890,24
7,14,61.71666667,1,Avant-Garde',5288,4776,31
33,12,1396,0,'Rock',41,21,9
14,15,187,8,'Electronic',1671,1218,16
14,16,354,0,'Noise',630,168,12
8,15,256,0,'Experimental',749,568,15
30,33,642,1,Avant-Garde',1560,1188,13
9,15,166,2,'Soul-RnB',2575,1951,15
7,12,205,3,'Electronic',2502,2247,13
12,23,183,0, 'Glitch',144,94,2
21,3,153,3,'Electronic',1898,1212,9
19,19,438,0,Avant-Garde',2373,620,17
16,8,450,5,Blues',2484,1749,5
65,9,114,2,'Punk',743,455,11
14,15,66,11,'Lo-Fi',5870,2551,9
6,4,191,2,'Electronic',5443,2856,11
14,6,264,0,'Hip-Hop',1754,618,21
43,10,102,2,Avant-Garde',1434,693,16
8,20,269,4,'Electronic',8386,7188,18
5,21,296,1,'Electronic',1341,1027,33
46,5,145,0, 'Alternative Hip-Ho,820,705,12
10,7,277,1,Avant-Garde',3958,3525,4
4,13,56,0,'Lo-Fi',1749,1398,1
23,16,114,0, 'Singer-Songwriter',408,271,32
10,15,118,7,'Punk',13543,11657,10
24,14,118,3,Avant-Garde',967,759,14
43,13,156,1,'Pop',1344,1037,8
9,8,155,2, 'Downtempo',1943,1364,15
14,7,234,0,'Electronic',140,100,12
8,14,234,7,'Pop',19820,16020,14
8,22,298,1,'Rock',531,236,47
17,4,185,1,'Electronic',3727,2704,11
17,8,231,6,Jazz',10203,8455,16
19,27,404,7,Jazz',11588,10592,26
13,12,117,1,'Soundtrack',2198,1710,9
1,17,280,2, 'Chip Music',1624,1243,29
27,12,281,3,'Electronic',1293,665,12
10,16,280,1,'Pop',814,612,17
17,19,112,0,'Lo-Fi',859,388,14
22,12,186,10, 'Ambient',11426,9982,16
36,15,151,0,'Lo-Fi',768,170,22
29,17,258,12,'Electronic',6613,5149,14
44,8,141,1,'Lo-Fi',483,270,15
32,8,221,0,'Noise',1298,943,7
11,13,588,5,'Electronic',8911,4908,26
14,15,469,0,'Experimental',80,45,21
3,10,165,20, 'Hip-Hop Beats',10387,6955,26
22,22,245,3,International',2599,1621,15
57,11,78,0,'Rock',2316,2103,7
15,14,112,0,Avant-Garde',1596,313,18
48,9,290,2,'Rock',1414,609,13
30,10,133,15,'Electronic',11357,9758,9
30,19,515,1,Avant-Garde',729,245,30
17,15,197,0,'Punk',1192,322,26
31,15,319,3,'Pop',5899,5051,5
32,11,59,4,Jazz',3016,1570,30
67,12,384,2,'Rock',5456,5029,17
32,14,240,3,'Punk',1238,1057,11
30,15,490,1,Avant-Garde',280,104,20
7,19,76,0,Avant-Garde',826,135,9
56,11,124,0,'Rock',240,137,19
30,9,424,2,'Folk',872,687,18
10,11,135,0,'Punk',583,106,8
15,15,332,5,Avant-Garde',3652,2023,10
15,14,194,1,'Electronic',438,403,17
5,7,97,0,Avant-Garde',1273,754,14
72,18,207,3,'Hip-Hop',844,636,16
17,13,126,5,Blues',5784,4539,17
25,10,571,0,Jazz',1325,647,17
11,9,492,3,'Experimental',1635,1125,13
22,66,81,0,'Psych-Folk',1195,279,31
19,6,10,0, 'Grindcore',563,141,31
11,7,166,0,Blues',4172,3601,8
18,12,240,2,'Electronic',4146,2884,18
4,14,221,0,'Rock',207,176,9
